0.008500952	0.013635374	0.01876402	0.01124741	0.011516615	0.020578276	0.026375238	0.010436819	0.027579294
0.01281399	0.025565187	0.011140491	0.034497587	0.022976892	0.028176531	0.014229977	0.033556162	0.027969389
0.070329202	0.031380917	0.046207224	0.040852137	0.061930376	0.045781624	0.055472988	0.059000609	0.163561926
0.171865562	1.183348842	0.237291139	0.233711318	1.106811247	1.214749244	1.13895424	0.954909529	0.645299385
0.073154467	0.079279298	0.047476658	0.019928459	0.031364218	0.043482939	0.063957953	0.010575487	0.079429555
0.028877833	0.042340361	0.012057938	0.04145488	0.044961131	0.053677681	0.032671072	0.047960972	0.061936901
0.027661179	0.060066337	0.120878112	0.090133689	0.130365715	0.030433472	0.057395008	0.060852932	0.109862871
0.005856838	0.039488524	0.009554749	0.030196279	0.079549186	0.060841483	0.073206973	0.060955336	0.103547988
0.024768959	0.044402944	0.061889354	0.098140442	0.067854632	0.1893829	0.182407252	0.094823607	0.085579331
0.016851459	0.080505537	0.153323775	0.084554962	0.120076809	0.082402554	0.087998087	0.04002396	0.062794748
0.079733088	0.020513183	0.060437962	0.032498391	0.100433408	0.055684704	0.064484703	0.013939798	0.088509416
0.023545261	0.035165371	0.105547197	0.012486849	0.009372118	0.008370453	0.042419059	0.041106583	0.034610051
0.030752715	0.037285521	0.078863353	0.063988962	0.104878864	0.179344471	0.28565134	0.271991665	0.152092228
0.022722037	0.027241884	0.026016088	0.051160377	0.038925334	0.051102597	0.051319167	0.018403439	0.069684867
0.041235931	0.040873507	0.07001129	0.047450173	0.048379516	0.021869083	0.01618223	0.040800608	0.024391585
0.020784011	0.053557801	0.057641923	0.009470659	0.075806621	0.082463074	0.074196808	0.05671017	0.095050592
0.054462192	0.050741343	0.092443273	0.031457957	0.040454149	0.013256836	0.075142591	0.044614516	0.073248654
0.048427534	0.100647339	0.03518955	0.066235793	0.049847884	0.051150352	0.080950959	0.030131333	0.079939335
0.095549391	0.061728214	0.082886166	0.023434052	0.034838227	0.04584033	0.03596187	0.048376734	0.040330246
0.084652347	0.07439653	0.084674848	0.167093621	0.128434902	0.140337178	0.226085454	0.163214986	0.295802754
0.020925768	0.054225517	0.063292159	0.033949478	0.047736787	0.069398229	0.115178606	0.094690601	0.071324201
0.01654158	0.021446616	0.036725358	0.007805175	0.023924684	0.025982034	0.012497031	0.020351823	0.027776758
0.054997059	0.101041569	0.061686999	0.012811981	0.042705965	0.078507739	0.042825988	0.012154441	0.127696863
0.015823416	0.020869335	0.060510082	0.052404535	0.058539838	0.035982814	0.054693236	0.061930049	0.072896607
0.021211279	0.038912827	0.059062508	0.019590608	0.012789426	0.037480888	0.002741996	0.027226644	0.047150668
0.050276889	0.083019267	0.051001929	0.050222434	0.076600887	0.038246119	0.057048093	0.097925737	0.125856225
0.063771806	0.026363604	0.070659367	0.017227482	0.047302052	0.038450051	0.001670401	0.078763208	0.032056385
0.015636568	0.013970707	0.018565164	0.01872456	0.022541476	0.025078086	0.024409789	0.011554597	0.013176335
